name,title,source,courtesy_name,pseudonym,birth_year,birth_year_type,death_year,death_year_type,native_place,hometown_province,hometown_city,hometown_county,town,village,source_area,period,faction,summary,crimes,fate,residence_changes,harm_level,harm_name,harm_desc,period_raw,period_note,period_start,period_end,merged_count
周佛海,汪伪政权财政部长、警政部长、行政院副院长等,traitors,,,,exact,,exact,沅陵县凉水井镇,,,,,,,1937-1945,,伪职：汪伪政权财政部长、警政部长、行政院副院长等；罪行：汪伪政权第三号人物，地位仅次于汪精卫和陈公博。任财政部长、警政部长、行政院副院长等要职，组织特工总部，残酷镇压抗日斗争，搜刮民财；结局：1945年被捕，公审死刑后改判无期徒刑；1948年病死于南京老虎桥监狱,,未知,,A,甲级,省部级/大军区级要员,抗日战争时期,,1937,1945,1
汪兆乾,伪沭阳县伪军大队长,traitors,,,,exact,,exact,沭阳胡集一带,江苏,宿迁,,,,,1937-1945,,伪职：伪沭阳县伪军大队长；罪行：手上杀害群众七十余人，下乡扫荡烧杀劫掠，祸害胡集周边乡村，群众愤恨极大中共宿迁市...。；结局：胡集区公审枪决。,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,2
贾世昌,伪武乡县维持会会长、伪泽州宣抚班班长、伪长治县（今长治市辖区）维持会副会长、定襄县伪合作社社长、运城伪税务局局长,traitors,,,,unknown,,unknown,山西,山西,,,,,,1938-1945,,垄断粮食和食盐配给，克扣百姓口粮，将物资优先供应日军，并低价强购农民粮食。；随日军宣抚班活动，诱降抗日人员，破坏抗日统一战线，参与建立伪乡村政权。；为日军征收各种附加税，盘剥商户和农民，将大量税款上交日军，支持侵略战争。；日军占领武乡县城后任维持会长，为日军筹集粮款，强迫村民‘欢迎皇军’，并告密导致多名抗日村长被杀。；在长治、潞城一带为日军摊派捐税，强抓壮丁补充伪军，并参与屠杀抗日俘虏。,,未知,,C,丙级,基层维持会/地方自治头目,1938-1945,,1938,1945,1
魏铭,学生叛徒；1940 告密出卖绥蒙各界抗日救国会，制造厚和大惨案，190 多人被捕，百余人惨死，地下组织遭到毁灭性破坏，出卖刘洪雄等革命志士。,traitors,,,,exact,,exact,厚和,内蒙古,呼和浩特,,,,,1937-1945,,伪职：学生叛徒；1940 告密出卖绥蒙各界抗日救国会，制造厚和大惨案，190 多人被捕，百余人惨死，地下组织遭到毁灭性破坏，出卖刘洪雄等革命志士。；结局：抗战胜利后公审枪决,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,1
王子禄,汉奸言论散布者,traitors,,,,exact,,exact,沈丘县,,,,,,,1937-1945,,伪职：汉奸言论散布者；罪行：在沈丘街头公开说“抗日必败”，散布只有投日中国才有出路的汉奸言论；结局：被丁兆一等进步学生扭送警察局,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,2
柯有吉,金牛镇维持会会长,traitors,,,,exact,,exact,金牛镇（原属鄂城）,,,,,,,1937-1945,,伪职：金牛镇维持会会长；罪行：盘踞金牛镇的日伪维持会会长，带领日伪军到涂家垴打掳，为虎作伥；结局：在徐家桥之战中被击毙，中弹后溺毙于水中,,未知,,C,丙级,基层维持会/地方自治头目,抗日战争时期,,1937,1945,1
姜楚生,麻塘维持会会长,traitors,,,,exact,,exact,岳阳麻塘,,,,,,,1937-1945,,伪职：麻塘维持会会长；罪行：麻塘日伪维持会会长；结局：被汤赐珊诱降,,未知,,C,丙级,基层维持会/地方自治头目,抗日战争时期,,1937,1945,2
刘绍先,伪宝坻县新民会会长、伪满洲国公主岭地区协和会会长,traitors,,,,unknown,,unknown,吉林、天津,吉林、天津,,,,,,1935-1945,,宣传“日满亲善”，组织民众欢迎日军，协助征粮和征兵。；推行新民会奴化宣传，组织“反共”活动，强迫民众参加日伪集会。,,未知,,C,丙级,基层维持会/地方自治头目,1935-1945,,1935,1945,1
石友三,伪“冀察战区”副总司令（投敌后活动于邢台）、伪冀察战区副总指挥（后投敌）、伪冀察战区副总指挥（投敌）、伪冀察战区副总指挥（投日未遂被处决）、伪华北治安军第1集团军总司令（曾驻防保定满城地区）、冀察战区游击司令（后投敌）、冀察战区游击司令（后投敌，活动于邢台周边）、冀察战区游击司令（后投敌，活动涉及赵县）,traitors,,,,unknown,,unknown,天津、河北,天津、河北,,,,,,1938-1945,,原西北军将领，在河北南部与日军秘密勾结，企图投敌，被高树勋处决，未及正式投日。；反复无常，最终投日，其部队在保定、满城一带参与“治安强化运动”，围剿八路军。；1940年投敌，其部队在冀东地区活动，虽未长期驻留，但曾参与反共摩擦。；在赵县一带反复无常，最终投靠日军，其部队曾协助日军袭击抗日游击队。；反复无常，最终投敌，在邢台东部地区袭击八路军，残害百姓。……（共涉及9个地区的犯罪记录）,,未知,,A,甲级,省部级/大军区级要员,1938-1945,,1938,1945,1
王绍武,伪平遥警备大队长,traitors,,,,exact,,exact,平遥,山西,晋中,,,,,1937-1945,,伪职：伪平遥警备大队长；罪行：率伪军下乡清乡，抓捕抗日干部群众。；结局：解放后镇压处决,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
高振武,伪盘山县县长,traitors,,,,exact,,exact,,,,,,,,1937-1945,,伪职：伪盘山县县长；罪行：强化户口管控，配合日伪治安肃正。；结局：战后汉奸罪惩处。,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
成渠,抗日挺进第四纵队司令→汉奸,traitors,,,,exact,,exact,鄂城/大冶/咸宁交界,,,,,,,1937-1945,,伪职：抗日挺进第四纵队司令→汉奸；罪行：大冶、鄂城、咸宁三县交界地方武装头目，曾带兵攻打日军，击毙日军500余人。但在抗战胜利前夕倒戈投敌，成为汉奸；结局：1945年8月8日被日军诱捕，关押后处死,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
董九吉,联庄会头目，后投敌；制造桑矾救国会惨案，杀害我方干部，逮捕大批救国会人员送交日军，严重破坏宣涿怀根据地。,traitors,,,,exact,,exact,怀来桑园,河北,张家口,,,,,1937-1945,,伪职：联庄会头目，后投敌；制造桑矾救国会惨案，杀害我方干部，逮捕大批救国会人员送交日军，严重破坏宣涿怀根据地。；结局：怀来解放后公审枪决,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,1
佐藤羡次郎,日本间谍、特务,traitors,,,,exact,,exact,洛阳城区,,,,,,,1937-1945,,伪职：日本间谍、特务；罪行：日本北海道人，化名“杨书祥”潜伏洛阳多年，以卖卤豆腐丝为掩护搜集情报，绘制洛阳详尽地形图，为日军轰炸和进攻提供情报；结局：洛阳沦陷后晋升少将，随日军入城,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,1
高步瀛,伪山西省第四行政区（阳泉）专员、伪朔县税务局局长、伪阳泉宣抚班班长、繁峙县伪商会会长、静乐县伪税务局长,traitors,,,,unknown,,unknown,山西,山西,,,,,,1938-1945,,组织商会为日军筹措军饷和物资，垄断粮食贸易，从中牟利，打压抗日商户。；为日军推行“以战养战”政策，增设苛捐杂税，强征商业税和土地税，导致商户和农民破产，并将所得款项直接供给日军军需。；为日军强征各种苛捐杂税，搜刮民财，导致百姓负担沉重。；为日军推行“以华制华”政策，组织伪自卫团，强征青年充当伪军，并参与日军对狮脑山等根据地的围剿行动。；随日军进行‘宣抚’活动，散布亲日言论，诱骗民众归顺，破坏抗日宣传，并指认抗日家属。,,未知,,B,乙级,市县厅局级,1938-1945,,1938,1945,1
刘冠儒,伪山西省高等法院院长、伪阳城县警察局局长、伪阳曲县保安队队长、伪陵川县知事、伪高平新民会会长,traitors,,,,unknown,,unknown,山西,山西,,,,,,1939-1945,,利用司法机构迫害抗日群众，以“反满抗日”罪名判处爱国人士死刑或劳役。；率伪保安队多次袭击抗日游击队，烧毁村庄，杀害无辜群众。；在陵川县实施“三光政策”配合，纵容伪军烧杀抢掠，残害抗日干部数十人。；指挥伪警察搜捕抗日地下党员，严刑逼供，破坏中共阳城地下组织。；主持新民会，推行奴化教育，组织“青少年团”为日军服务，告密抗日活动。,,未知,,C,丙级,基层维持会/地方自治头目,1939-1945,,1939,1945,1
李宝琏,军长；师长,traitors,,,,,,,东北,,,,,,,1937-1945,伪军,伪任职务：伪伪军 13 师师长，驻防鄂北随州、枣阳，多次扫荡根据地。结局：抗战胜利被国民党收编，后被俘判刑,,未知,,B,乙级,市县厅局级,抗日战争时期,,1937,1945,1
赵广礼,伪满吉林宪兵队翻译官、兴隆县伪县长,traitors,,,,unknown,,unknown,吉林、河北,吉林、河北,,,,,,1933-1945,,在吉林、舒兰地区协助日军宪兵队审讯、拷打抗日军民，提供情报。；任伪兴隆县县长期间，积极推行日伪“治安肃正”政策，组织保甲制度，协助日军镇压抗日武装，强征劳工，掠夺资源。,,未知,,C,丙级,基层头目,1933-1945,,1933,1945,1
宋殿元,伪讨伐队头目，长期活动包头周边；烧杀淫掠，血债极多。,traitors,,,,exact,,exact,河北康保,河北,张家口,,,,,1937-1945,,伪职：伪讨伐队头目，长期活动包头周边；烧杀淫掠，血债极多。；结局：1951 包头人民广场公审枪决,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,1
孙介眉,木栾店大地主汉奸,traitors,,,,exact,,exact,武陟,,,,,,,1937-1945,,伪职：木栾店大地主汉奸；罪行：与王高峰一同投靠日军，企图在武陟组织维持会；结局：被八路军抄家，没收全部家产,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,1
方日中,维持会委员,traitors,,,,exact,,exact,福州城区,福建,福州,,,,,1937-1945,,伪职：维持会委员；罪行：参与维持会各项事务，搜刮物资；日军冲突中被当场打死。；结局：1944 年被日军打死。,,未知,,C,丙级,基层维持会/地方自治头目,抗日战争时期,,1937,1945,2
刘凤山,伪邱县特务队队长、元氏县伪自卫团团长、衡水伪商会会长、邢台地区伪“剿共”自卫团团长,traitors,,,,unknown,,unknown,河北,河北,,,,,,1938-1945,,带领伪自卫团配合日军封锁抗日根据地，抢劫百姓财物。；充当日军经济汉奸，控制衡水商会，为日军筹集物资，强迫商户“献金”，垄断粮食贸易。；在邢台东部及平乡一带活动，率伪军袭击八路军游击队，烧毁村庄。；充当日军特务，刺探抗日军情，抓捕并刑讯抗日人员，罪行累累。,,未知,,C,丙级,基层头目,1938-1945,,1938,1945,1
李金龙,日军翻译官,traitors,,,,exact,,exact,益阳县（大码头）,,,,,,,1937-1945,,伪职：日军翻译官；罪行：益阳大码头人。原国民党第七十四军五十八师师部文书。1944年5月投敌，帮助日军进犯益阳。益阳沦陷后任日军少佐山本一郎的翻译官,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,2
陈少安,特务,traitors,,,,,,,重庆袍哥头目,重庆,重庆,,,,,1937-1945,汪伪政权,伪任职务：暗中和上海汪伪特务机关通信，在重庆散布 “抗战必败” 投降谣言，发展下线情报眼线。。结局：抗战期间被逮捕判刑,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,1
卜兆祥,伪陶林县县长；灰腾梁草原前沿，修筑大量据点，配合伪蒙古军扫荡大青山东部。,traitors,,,,exact,,exact,陶林,内蒙古,乌兰察布,,,,,1937-1945,,伪职：伪陶林县县长；灰腾梁草原前沿，修筑大量据点，配合伪蒙古军扫荡大青山东部。；结局：战后汉奸罪判处徒刑,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
李海天,伪冀东保安队副司令、伪冀东保安队副司令、伪唐山警备司令、伪冀东保安队第一总队队长、伪冀东保安队第二总队队长、伪冀东剿共军司令、伪冀东防共自治政府保安队第二总队总队长、伪冀东防共自治政府保安队第二总队长、伪华北绥靖军第3军军长、伪唐山地区“新民会”会长、冀东伪军第一师师长、冀东保安队第一总队队长,traitors,,,,unknown,,unknown,北京、天津、河北,北京、天津、河北,,,,,,1935-1945,,率部驻守平谷地区，配合日军清剿抗日游击队，多次参与“扫荡”行动，抓捕并杀害抗日军民。；原东北军军官，投日后在冀东地区任伪军头目，参与制造“无人区”，屠杀抗日群众。；驻防唐山，协助日军围剿冀东抗日联军，杀害抗日军民。；在丰南、滦县一带活动，协助日军扫荡，破坏抗日组织，强征民夫修筑工事。；长期驻守唐山，协助日军清乡，抓捕抗日志士，镇压开滦煤矿工人罢工，参与“治安强化运动”。……（共涉及13个地区的犯罪记录）,,未知,,C,丙级,基层维持会/地方自治头目,1935-1945,,1935,1945,1
李用民,“反共军”司令,traitors,,,,exact,,exact,荆门/钟祥,,,,,,,1937-1945,,伪职：“反共军”司令；罪行：盘踞荆钟北山抗日根据地的土顽、汉奸头目。1940年襄西沦陷后公开打着“反共军”旗号甘当日寇走狗，自称司令，对抗日武装、共产党员和根据地进步群众实行血腥镇压，杀人不眨眼；结局：1942年8月，北山坚委组织游击队攻其老巢，李用民被当场活捉，受到应有惩罚,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
马占鳌,伪古交区自卫团长、伪满清河地区协和会分会会长,traitors,,,,unknown,,unknown,山西、辽宁,山西、辽宁,,,,,,1935-1945,,组织汉奸自卫团，配合日军巡逻，参与杀害八路军伤员。；利用协和会组织宣传‘日满亲善’，诱骗青年参加伪军，并协助日军在清河地区进行‘归屯并户’。,,未知,,C,丙级,基层头目,1935-1945,,1935,1945,1
陈炳辉,伪益阳县县长,traitors,,,,exact,,exact,益阳县,,,,,,,1937-1945,,伪职：伪益阳县县长；罪行：益阳沦陷后出任伪县长，为日军傀儡政权的最高负责人；结局：1945年抗战胜利后被镇压,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,2
张廷秀,伪永济县知事（县长）,traitors,,,,unknown,,unknown,山西,山西,,,,,,1939-1943,,任伪永济县知事期间，推行日伪“治安强化”运动，强征民夫修筑碉堡公路，配合日军扫荡中条山抗日根据地，并强迫百姓领取“良民证”。,,未知,,C,丙级,基层头目,1939-1943,,1939,1943,1
郭宝森,伪抚顺市首任副市长（华人最高职位）,traitors,,,,exact,,exact,,,,,,,,1937-1945,,伪职：伪抚顺市首任副市长（华人最高职位）；罪行：伪市公署二把手，协助日本市长推行保甲、劳工强征、物资统制，配合对煤矿工人镇压。；结局：抗战胜利后以汉奸罪逮捕判刑。,,未知,,B,乙级,市县厅局级,抗日战争时期,,1937,1945,1
翁祚炳,维持会,traitors,,,,,,,海南琼海,海南,琼海,,,,,1937-1945,汪伪政权,伪任职务：乐会伪维持会重要头目，管理地方伪警察武装，战后被捕判刑入狱。结局：刑满释放，1949 年病逝,,未知,,C,丙级,基层维持会/地方自治头目,抗日战争时期,,1937,1945,1
毛有才,便衣汉奸队长,traitors,,,,exact,,exact,郎溪汤桥、双庙,安徽,宣城,,,,,1937-1945,,伪职：便衣汉奸队长；罪行：带队下乡武装抢粮，逼迫乡民缴纳伪捐，骚扰游击区村庄。；结局：作战被击溃，战后肃奸逮捕重判。,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,3
齐子修,伪和平治安军二十二师师长,traitors,,,,exact,,exact,泗水县,山东,,,,,,1937-1945,,伪职：伪和平治安军二十二师师长；罪行：抗战时期鲁西北著名汉奸。其兵有两套军装：一套国民党的，一套皇协军的；有两种番号：国民党山东省政府保安十一旅，日寇和平治安军二十二师,,未知,,B,乙级,市县厅局级,抗日战争时期,,1937,1945,1
戴正宜,益阳县商会会长,traitors,,,,exact,,exact,益阳县,,,,,,,1937-1945,,伪职：益阳县商会会长；罪行：益阳沦陷后出任伪商会会长，为日军搜集物资、维持经济殖民统治；结局：1945年抗战胜利后被定为汉奸，判处有期徒刑8年,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,2
杜绍先,伪景县警备大队长；伪军铁杆，多次下乡清乡。,traitors,,,,exact,,exact,景县,河北,衡水,,,,,1937-1945,,伪职：伪景县警备大队长；伪军铁杆，多次下乡清乡。；结局：景县解放被俘处决,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
张维藩,伪冀东防共自治政府唐山保安司令、伪运城维持会会长,traitors,,,,unknown,,unknown,山西、河北,山西、河北,,,,,,1935-1945,,日军占领运城后出任伪维持会会长，协助日军征粮派款，镇压抗日民众，提供情报给日军；统领唐山地区伪军，多次配合日军扫荡丰润、滦县抗日村庄。,,未知,,C,丙级,基层维持会/地方自治头目,1935-1945,,1935,1945,1
单俊卿,伪湖沟集伪军司令,traitors,,,,exact,,exact,固镇湖沟集,安徽,蚌埠,,,,,1937-1945,,伪职：伪湖沟集伪军司令；罪行：青帮头目，盘踞湖沟，拥有千余伪军武装；控制浍河航运，抓捕地下交通人员，策动我方队伍叛变，鱼肉沿淮百姓。；结局：抗战胜利后被国民党收编；解放后镇反公审枪决。,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
郑天福,伪伪军支队司令,traitors,,,,exact,,exact,东山近海、东山登陆作战,福建,漳州,,,,,1937-1945,,伪职：伪伪军支队司令；罪行：率伪军配合日军多次登陆东山，占领陈城、港口等村镇，劫掠村庄，抓捕百姓。；结局：败退广东，战后肃奸逮捕判刑。,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
齐耀武,伪宝清县县长,traitors,,,,exact,,exact,宝清县城及全县,黑龙江,双鸭山,,,,,1937-1945,,伪职：伪宝清县县长；罪行：伪满主政宝清，推行粮食出荷、集团部落政策；杨保贵被抗联消灭后，篡改县志掩盖伪军惨败事实，掩盖汉奸罪行。；结局：日本投降后潜逃，后被捕获审判。,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,2
王怀义,伪灵璧县县长,traitors,,,,exact,,exact,灵璧县城,安徽,宿州,,,,,1937-1945,,伪职：伪灵璧县县长；罪行：伪淮海省委任，主持灵璧伪政权，扩充伪保安队，配合日军扫荡灵北抗日根据地，强征粮饷劳工。；结局：抗战胜利后肃奸公审死刑。,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
马国恩,豫鄂边防先遣军总司令（汉奸）,traitors,,,,exact,,exact,南阳市区,,,,,,,1937-1945,,伪职：豫鄂边防先遣军总司令（汉奸）；罪行：原豫鄂边防司令部负责人。1945年8月15日日本宣布投降后，日伪蒋合流公开化，豫鄂边防司令部被改编为“豫鄂边防先遣军总司令部”，马国恩被任命为总司令,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
李桂芳,青帮头子，新民会骨干；多次向日军告密，致使我方夜袭平山县城计划泄露，造成重大损失河北省老区...。,traitors,,,,exact,,exact,平山县城,河北,石家庄,,,,,1937-1945,,伪职：青帮头子，新民会骨干；多次向日军告密，致使我方夜袭平山县城计划泄露，造成重大损失河北省老区...。；结局：抗战胜利后镇压处决,,未知,,C,丙级,基层维持会/地方自治头目,抗日战争时期,,1937,1945,2
李忠镐,徐楼维持会会长,traitors,,,,exact,,exact,徐楼（旧属萧县，杜集北部）,安徽,淮北,,,,,1937-1945,,伪职：徐楼维持会会长；罪行：大地主，勾结曹村车站日军，建立徐楼伪据点；横征暴敛，抓捕抗日人员，破坏基层抗日活动。；结局：新四军攻打徐楼据点，弃寨逃往徐州；抗战胜利后被缉拿归案判刑。,,未知,,C,丙级,基层维持会/地方自治头目,抗日战争时期,,1937,1945,2
陈凯,汉奸翻译,traitors,,,,exact,,exact,平顶山周边,,,,,,,1937-1945,,伪职：汉奸翻译；罪行：日军华北五省特务机关长吉川贞佐的汉奸翻译；结局：1940年，吴凤翔、王宝义刺杀吉川贞佐时，王宝义将陈凯击毙,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
阎传绂,伪满司法部大臣、伪吉林省长,traitors,,,,exact,,exact,大连（旅大派）,辽宁,大连,,,,,1937-1945,,伪职：伪满司法部大臣、伪吉林省长；罪行：大连出身，长期在伪满高层，配合日本殖民统治。；结局：抚顺战犯管理所关押，后特赦。,,未知,,A,甲级,省部级/大军区级要员,抗日战争时期,,1937,1945,3
常尧臣,军长；旅长,traitors,,,,,,,吉林,吉林,,,,,,1937-1945,汪伪政权,伪任职务：原东北军骑兵旅长，随熙洽投敌，伪吉林警备军将领。结局：苏军逮捕，抚顺战犯管理所，病亡狱中,,未知,,B,乙级,市县厅局级,抗日战争时期,,1937,1945,1
李云阁,伪军头目,traitors,,,,exact,,exact,峄县（周营）,,,,,,,1937-1945,,伪职：伪军头目；罪行：周营汉奸头目,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,1
成建基,伪山东省保安十六旅三团团长、垦利县保安大队长,traitors,,,,exact,,exact,广饶县（今东营区）,山东,,,,,,1937-1945,,伪职：伪山东省保安十六旅三团团长、垦利县保安大队长；罪行：字立堂，绰号野马。1941年6月投靠日军，盘踞三里庄据点。先后杀害党员干部、八路军及群众300余人。1943年公然与日伪合流。1945年制造博兴“五二一”惨案，致180余人牺牲；结局：1948年5月在昌乐解放时重伤自杀,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
李毓田,伪文水县县长,traitors,,,,exact,,exact,,,,,,,,1937-1945,,伪职：伪文水县县长；罪行：组建文水伪政权，修筑炮楼，推行保甲连坐，配合日军扫荡文水山区。；结局：抗战胜利逮捕判刑,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
申衡,汪伪荆门县县长,traitors,,,,exact,,exact,荆门县,湖北,,,,,,1937-1945,,伪职：汪伪荆门县县长；罪行：荆门沈集人。1942年7月7日被汪伪湖北省政府委任为伪荆门县县长。任内一切听命于驻荆日军辅佐官高田，是日军在荆门实施殖民统治的直接代理人；结局：1945年9月汪伪荆门县政府瓦解,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
李黑马,伪襄垣警备大队长,traitors,,,,exact,,exact,襄垣,山西,长治,,,,,1937-1945,,伪职：伪襄垣警备大队长；罪行：伪军头目，多次袭扰襄垣周边根据地村庄。；结局：被俘后处决。,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,2
沈丽卿,伪新市区区长,traitors,,,,exact,,exact,德清新市,浙江,湖州,,,,,1937-1945,,伪职：伪新市区区长；罪行：新市伪政权主官，签发良民证，推行保甲，压榨乡镇百姓，为日军搜集物资德清新闻网。；结局：解放后逮捕执行枪决。,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,2
王荆山,伪大连市公署参事、伪满洲国吉林省伪参事官（二道地区）、伪满洲国奉天市商会会长、伪满洲国辽阳县商会会长、伪满洲国长春市商会会长、伪满锦州省商会会长、伪满长春地区商会会长,traitors,,,,unknown,,unknown,吉林、辽宁,吉林、辽宁,,,,,,1931-1945,,在二道河子地区（今二道区）协助日军建立“集团部落”，制造无人区；在长春汽车经开区一带为日军筹措物资，强迫商户“献金”，协助经济掠夺。；长春大商人，投日后任伪商会会长，在长春经开区一带为日军筹措物资，强迫商户捐款。；大连地方士绅，投日后任伪市公署参事，协助日伪推行“治安强化”运动。；控制沈阳商业，为日军筹集物资，强迫商户捐献“国防献金”。……（共涉及7个地区的犯罪记录）,,未知,,C,丙级,基层头目,1931-1945,,1931,1945,1
李杰士,汉奸,traitors,,,,exact,,exact,永城,,,,,,,1937-1945,,伪职：汉奸；罪行：原刘子仁部属，投靠日军当汉奸,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,1
张从龙,末代伪安泽县县长,traitors,,,,exact,,exact,,,,,,,,1937-1945,,伪职：末代伪安泽县县长；罪行：维持日伪末期统治，强征物资壮丁。；结局：光复后逮捕判刑,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
董世昌,伪包头商会会长；日伪时期管控皮毛商贸，为日军筹集物资；1940 被日军怀疑通敌逮捕。,traitors,,,,exact,,exact,包头,内蒙古,包头,,,,,1937-1945,,伪职：伪包头商会会长；日伪时期管控皮毛商贸，为日军筹集物资；1940 被日军怀疑通敌逮捕。；结局：押解张家口杀害,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,1
赵振声,伪兴安南省警务厅特务科长、伪朝阳县保安大队长、伪热河省协和会丰宁分会会长、伪石家庄特务机关长（汉奸翻译）、宁晋县伪警察所所长,traitors,,,,unknown,,unknown,内蒙古、河北、辽宁,内蒙古、河北、辽宁,,,,,,1935-1945,,专门负责侦破抗日地下组织，严刑逼供，导致多名抗日志士牺牲。；为日军宣传“日满亲善”，组织汉奸青年团，刺探抗日军情，协助日军在丰宁山区进行“梳篦式”清剿，导致多支小股游击队损失。；为日军充当翻译，参与审讯和酷刑迫害抗日俘虏，提供情报导致多起抗日行动失败。；负责日伪特务工作，搜捕抗日地下党员，破坏抗日组织，残害百姓。；率伪保安队协助日军“讨伐”，杀害抗日军民，强征民夫修建军事工事。,,未知,,C,丙级,基层头目,1935-1945,,1935,1945,1
李德詅,王村“爱路青年团”情报搜集班侦察班长,traitors,,,,exact,,exact,淄川县,,,,,,,1937-1945,,伪职：王村“爱路青年团”情报搜集班侦察班长；罪行：1942年12月8日在淄川县第六区古城乡万家庄发现20名八路军便衣后向王村警务分所报告。随后带路对八路军进行三面包围，致3名八路军牺牲；结局：被八路军击中三枪当场毙命,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,1
冯宜伯,伪岳阳县政府主任秘书,traitors,,,,exact,,exact,岳阳县,,,,,,,1937-1945,,伪职：伪岳阳县政府主任秘书；罪行：伪岳阳县政府主任秘书，为汉奸政权核心成员,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,2
李阿福,安溪潜伏谍报联络员,traitors,,,,exact,,exact,安溪县城、湖头,福建,泉州,,,,,1937-1945,,伪职：安溪潜伏谍报联络员；罪行：伪装逃难商人，受土桥大郎 “生命保险株式会社” 间谍机关指使，在安溪、永春联络地方败类，搜集闽西、闽中军政情报。；结局：被保安团抓捕，军法处置。,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,1
宋易之,末代伪获鹿县知事（1943??1945.8），配合治安强化运动。,traitors,,,,exact,,exact,,,,,,,,1937-1945,,伪职：末代伪获鹿县知事（1943??1945.8），配合治安强化运动。；结局：1946 年江苏高等法院判处有期徒刑,,未知,,C,丙级,基层头目,抗日战争时期,,1937,1945,2
柯大满,汉奸,traitors,,,,exact,,exact,阳新县/阳瑞边,,,,,,,1937-1945,,伪职：汉奸；罪行：阳瑞边地区（阳新与瑞昌交界）汉奸，恶贯满盈；结局：1944年春被柯家塘武工队镇压,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,2
贺秉温,伪包头警察局局长、伪归绥市公署市长（旧城区域）、伪归绥市市长、伪托克托县县长、伪集宁县知事（县长）,traitors,,,,unknown,,unknown,内蒙古,内蒙古,,,,,,1937-1945,,在集宁县城为日军征粮、征夫，推行奴化教育，镇压抗日活动。；在包头、东河地区充当日军鹰犬，搜捕抗日地下工作者，镇压民众反抗，参与“特别治安”行动。；投靠日军，任伪归绥（今呼和浩特）市长，推行日伪政令，强征劳工，搜刮民财。；投靠日军任伪县长，在托克托县推行日伪法令，强征苛捐杂税，出卖抗日分子，协助日军建立维持会。；任伪归绥市市长期间，管理旧城（玉泉区）行政事务，执行日伪“治安肃正”计划，强制居民领取“良民证”，并参与奴化宣传。,,未知,,B,乙级,市县厅局级,1937-1945,,1937,1945,1
韦美廷,特务；维持会,traitors,,,,,,,广西柳江百朋,广西,柳州,,,,,1937-1945,汪伪政权,伪任职务：百朋乡伪维持会长，组建便衣特务队，残害当地群众。结局：抗战胜利公审处死,,未知,,C,丙级,基层维持会/地方自治头目,抗日战争时期,,1937,1945,1
李怡芳,汉奸（告密者）,traitors,,,,exact,,exact,崇阳县,,,,,,,1937-1945,,伪职：汉奸（告密者）；罪行：1944年下半年，向日军告密抗日侦察老兵黎会员的行踪，晚上带30多个日本鬼子来捉拿他,,未知,,D,丁级,无明确职位或一般帮凶,抗日战争时期,,1937,1945,2
